645,成熟,chéng shú,созреть; зрелый,
646,成为,chéng wéi,стать; превратиться в,
647,诚实,chéng shí,"честный, правдивый; честно, правдиво",
648,吃惊,chī jīng,испугаться; перепугаться,
649,重新,chóng xīn,"вновь, снова; заново; пере-",重新登记  [chóngxīn ,,,,"dēngjì] — перерегистрация; перерегистрировать"
650,抽烟,chōu yān,курить; курение,"我不抽烟  [wǒ bù chōuyān] — я не курю; я не курящий"
651,出差,chū chāi,командировка; ехать в командировку,"他出差去了  [tā chūchāi qùle] — он уехал в командировку"
652,出发,chū fā,"отправляться, выступать (в поход); выходить",
653,出生,chū shēng,родиться; появиться на свет,"出生地 [chūshēngdì] — место рождения 出生率  [chūshēnglǚ]" ;;;;— рождаемость
654,传真,chuán zhēn,факс,"传真机 [chuánzhēnjī] — факсимильный аппарат 发传真  [fá chuánzhēn] — послать факс"
655,窗户,chuāng hu,окно,
656,词典,cí diǎn,словарь,"双语词典 [shuāngyǔ cídiǎn] — двуязычный словарь"
657,从来,cóng lái,всегда; с последующим отрицанием никогда,"我从来没有见过他 [wǒ cónglái méiyǒu jiànguo tā] — я никогда (раньше) не видел его"
658,粗心,cū xīn,"небрежный; небрежно; невнимательно",
659,答案,dá àn,ответ; решение,
660,打扮,dǎ ban,"наряд, одежда",
661,打扰,dǎ rǎo,"тревожить, беспокоить","打扰你了  простите, что побеспокоил" ,,,,Вас
662,打印,dǎ yìn,"печать, печатание",
663,打折,dǎ zhé,сделать скидку,
664,打针,dǎ zhēn,сделать укол,
665,大概,dà gài,"в общих чертах; приблизительно",
666,大使馆,dà shǐ guǎn,посольство,
667,大约,dà yuē,приблизительно; около,
668,戴,dài,"носить; надевать (головной убор, перчатки, украшения и т.п.)","戴眼镜  [dài yǎnjìng] — носить [надеть] очки"
669,代表,dài biǎo,"представитель; делегат; депутат",
670,代替,dài tì,"заменять; вместо, за",
671,大夫,dài fu,доктор; врач,
672,当,dāng,"быть, являться; становиться кем-либо; нести обязанности; работать кем-либо","当证人  [dāng zhèngrén] — быть свидетелем; выступать в качестве свидетеля当兵  [dāngbīng] — быть солдатом; служить в армии"
673,当地,dāng dì,данное место; местный,"当地时间  [dāngdì shíjiān] — местное время"
674,当时,dāng shí,тогда; в то время,
675,刀,dāo,нож; меч; бритва; резец,菜刀  [càidāo] — кухонный нож
676,导游,dǎo yóu,гид; экскурсовод,"导游图  [dǎoyóutú] — путеводитель; туристическая карта"
677,到处,dào chù,везде; повсюду,
678,到底,dào dǐ,"в конце концов, в конечном счёте, всё-таки",
679,道歉,dào qiàn,"принести извинения; извиниться",
680,得意,dé yì,"довольный; быть довольным; самодовольный",
681,等,děng,
,
682,等,děng,,
683,底,dǐ,дно; низ; нижний,海底  [hǎidǐ] — дно моря
684,地球,dì qiú,земной шар; Земля,
685,地址,dì zhǐ,адрес,
686,掉,diào,падать; выпадать; ронять,"价钱掉了  [jiàqian diàole] — цены упали 掉眼泪  [diào yǎnlèi] — ронять слёзы"
687,调查,diào chá,обследовать; обследование,"人口调查  [rénkǒu diàochá] — перепись населения调查表 [diàochábiǎo] — опросный лист; анкета"
688,丢,diū,потерять; утратить,"我丢了钱  [wǒ diūle qián] — я потерял деньги"
689,动作,dòng zuò,движение; телодвижение,
690,堵车,dǔ chē,"автомобильная пробка, затор",
691,肚子,dù zi,"живот, брюхо","肚子痛  [dùzi tòng] — живот болит 腿肚子  [tuǐdùzi] — икры (ног) 肚子里想  [dùzili xiǎng] — подумать про себя"
692,断,duàn,перерезать; разорвать(ся); переломить(ся),"筷子断了  [kuàizi duànle] — палочка (для еды) переломилась 绳子断了  [shéngzi duànle] — верёвка оборвалась"
693,对,duì,
,
694,对,duì,,
695,对话,duì huà,диалог,
696,对面,duì miàn,"напротив; против; навстречу",
697,顿,dùn,"сделать паузу; приостановиться; пауза; остановка; сч. сл. для приёмов пищи","他顿了一下  [tā dùnle yīxià] — он сделал паузу (в речи)一天吃三顿饭 [yītiān chī sāndùn fàn] — есть три раза в день"
698,朵,duǒ,цветок,朵花  [yīduǒ huā] — один цветок
699,而,ér,союз соединительный и;,聪明而勇敢 ;;;да; к тому же; союз противительный а; но;"[cōngming ér yǒnggǎn] — умный и отважный 他要来而没有来  [tā yào lái ér méiyǒu lái] — он хотел приехать; но не приехал"
700,儿童,ér tóng,дети; ребята; детский,
701,发,fā,выпускать; испускать; выдавать; выплачивать,"发光  [fāguāng] — испускать свет; светиться; блестеть 发工资  [fā gōngzī] — выдавать зарплату"
702,发生,fā shēng,"возникнуть; случиться; произойти; возникновение; появление","发生了误会 [fāshēngle wùhuì] — произошло недоразумение"
703,发展,fā zhǎn,развивать(ся); развитие,
704,法律,fǎ lǜ,закон; право; правовой; юридический,"妇女法律地位 [fùnǚ fǎlǜ dìwèi] — правовое положение женщины (в обществе)"
705,翻译,fān yì,переводить; перевод,
706,烦恼,fán nǎo,"быть удручённым; огорчения; неприятности",
707,反对,fǎn duì,"противиться, [быть] против; протестовать; возражать",
708,反映,fǎn yìng,"отображать, отражать; отображение, отражение",
709,范围,fàn wéi,"сфера; пределы, рамки, границы","势力范围  [shìlì fànwéi] — сфера влияния"
710,方法,fāng fǎ,"метод, способ; средство; приём","方法论  [fāngfǎlùn] — методология"
711,方面,fāng miàn,сторона,"一方面  [yī fāngmiàn] — одна сторона; с одной стороны 各方面  [gè fāngmiàn] — все стороны; со всех сторон"
712,方向,fāng xiàng,направление; курс,
713,访问,fǎng wèn,наносить визит; навещать; посещать; визит,"访问朋友  [fǎngwèn péngyou] — навестить друга 作 正式访问  [zuò zhèngshì fǎngwèn] — посетить с официальным визитом"
714,放弃,fàng qì,"отказаться, отбросить; оставить; утратить","放弃希望  [fàngqì xīwàng] — оставить надежды 放弃原则 [fàngqì yuánzé] — отказаться от принципов"
715,放暑假,fàng shǔ jià,уходить на летние каникулы,
716,分之,fēn zhī,дробная часть,
717,份,fèn,часть; пай; доля; порция,"份面包  [yīfèn miànbāo] — порция хлеба"
718,风景,fēng jǐng,"вид, пейзаж, ландшафт","风景画 [fēngjǐnghuà] — пейзаж"
719,丰富,fēng fù,"богатый, обильный; обилие",
720,否则,fǒu zé,в противном случае; иначе,
721,符合,fú hé,"соответствовать; совпадать; отвечать чему-либо","符合原则  [fúhé yuánzé] — соответствовать принципам 符合原文  [fúhé yuánwén] — совпадать с оригиналом"
722,富,fù,богатый; разбогатеть,"富户  [fùhù] — богатый дом [двор]"
723,负责,fù zé,"нести ответственность; отвечать за что-либо",
724,复印,fù yìn,размножать; копировать,"复印机  [fùyìnjī] — множительный аппарат; ксерокс"
725,复杂,fù zá,сложный,
726,父亲,fù qīn,отец,
727,改变,gǎi biàn,"изменить(ся); переменить(ся)",
728,干杯,gān bēi,"выпить до капли, осушить бокал; пей до дна!",
729,干燥,gān zào,сухой; засушливый,
730,感动,gǎn dòng,"растрогаться, расчувствоваться",
731,感觉,gǎn jué,"чувство, ощущение; чувствовать, ощущать",感觉器官  [gǎnjué qìguān] — органы ,,,,чувств
732,感情,gǎn qíng,чувство; эмоция,"动感情  [dòng gǎnqíng] — поддаваться эмоциям"
733,感谢,gǎn xiè,"благодарить; благодарность",
734,干,gàn,делать; заниматься (делами); сухой; сушёный,"干工作  [gàn gōngzuò] — заниматься какой-либо работой; работать 河干了  [hé gānle] — река пересохла口干得很  [kǒu gānde hěn] — во рту очень сухо; во рту пересохло"
735,刚刚,gāng gang,"только что, только-только",
736,高级,gāo jí,"высшая ступень; высокого разряда; первоклассный",
737,个子,gè zi,рост (человека),
738,各,gè,каждый; всякий; отдельный,"各人  [gèrén] — каждый (человек); всякий 各持己见 [gè chí jǐ jiàn] — каждый остался при своём мнении"
739,公里,gōng lǐ,километр,
740,工具,gōng jù,"орудие [производства]; инструмент; инструментальный",
741,工资,gōng zī,заработная плата,
742,共同,gòng tóng,"совместный, общий; совместно, сообща","共同市场 [gòngtóng shìcháng] — общий рынок"
743,够,gòu,"достаточно, довольно; хватает","钱不够  [qián bù gòu] — не хватает денег 够了  ! [gòule] — хватит!, довольно! 够结实  [gòu jiéshí] — достаточно прочный"
744,购物,gòu wù,"коммерция, шоппинг",
745,孤单,gū dān,одинокий; одиночество,
746,估计,gū jì,"оценивать; прикидывать; оценка",
747,鼓励,gǔ lì,"воодушевлять; ободрять; поощрять",
748,鼓掌,gǔ zhǎng,"аплодировать; аплодисменты",
749,顾客,gù kè,покупатель; клиент,"顾客之上  [gùkè zhīshàng] — покупатель всегда прав"
750,故意,gù yì,"намеренно; умышленно; нарочно",
751,挂,guà,вешать; вывешивать; висеть; висячий,"挂窗帘  [guà chuānglián] — повесить оконные занавески 挂旗 [guàqí] — вывесить флаг"
752,关键,guān jiàn,решающий фактор; ключ; ключевой; решающий,"关键问题  [guānjiàn wèntí] — ключевой вопрос"
753,观众,guān zhòng,зрители; публика,
754,管理,guǎn lǐ,"управлять; заведовать; ведать; управление",
755,光,guāng,свет; излучение; блеск; сияние,"灯光  [dēngguāng] — свет лампы [фонаря]日光 [rìguāng] — солнечный свет 发光  [fāguāng] — светиться; блестеть"
756,广播,guǎng bō,радиовещание; передавать по радио,"广播电台  [guǎngbō diàntái] — (широковещательна я) радиостанция"
757,广告,guǎng gào,объявление; реклама; афиша,"作广告  [zuò guǎnggào] — рекламировать"
758,逛,guàng,"прогуливаться, прохаживаться; гулять; шоппинг","逛街头  [guàng jiētóu] — прогуливаться по улицам"
759,规定,guī dìng,"устанавливать; определять; предусматривать",
760,国际,guó jì,международный; интернациональный,"国际形势  [guójì xíngshì] — международное положение"
761,果然,guǒ rán,"действительно, в самом деле",
762,过,guò,
,
763,过,guò,,
764,过程,guò chéng,процесс; ход (дела),
765,海洋,hǎi yáng,моря и океаны; морской,
766,害羞,hài xiū,"стыдиться, смущаться, конфузиться",
767,寒假,hán jià,зимние каникулы,
768,汗,hàn,пот; испарина,出汗  [chūhàn] — потеть
769,航班,háng bān,"самолёт, рейс (по расписанию)",
770,好处,hǎo chu,польза; выгода,"好处费  [hǎochufèi] — чаевые"
771,好像,hǎo xiàng,"похоже, что…; быть похожим на…; кажется…","好像跟谁生气一样 как будто (словно бы) на кого-то сердится"
772,号码,hào mǎ,номер,
773,合格,hé gé,соответствовать стандарту [норме]; отвечать,"合格证  [hégézhèng] — сертификат" ;;;требованиям;качества
774,合适,hé shì,"подходить; подходящий; в самый раз",
775,盒子,hé zi,коробка,
776,猴子,hóu zi,обезьяна,
777,厚,hòu,толстый (о плоских предметах),厚纸  [hòuzhǐ] — толстая бумага
778,后悔,hòu huǐ,"раскаиваться; сожалеть; раскаяние",
779,后来,hòu lái,"потом, впоследствии, затем",
780,忽然,hū rán,"вдруг, внезапно, неожиданно",
781,互相,hù xiāng,взаимно; взаимный; взаимо-,"互相帮助  [hùxiāng bāngzhù] — взаимопомощь; взаимовыручка"
782,护士,hù shi,"медицинская сестра, медсестра",
783,怀疑,huái yí,сомневаться; сомнение,
784,回忆,huí yì,вспоминать; воспоминание,"回忆录  [huíyìlù] — мемуары; воспоминания"
785,活动,huó dòng,"действовать; действие; деятельность; мероприятие",
786,活泼,huó po,"живой; бойкий; подвижный",
787,火,huǒ,огонь; пламя,点火  [diǎn huǒ] — зажечь огонь
788,获得,huò dé,получить; достигнуть; добиться; одержать (победу),"获得丰收  [huòdé fēngshōu] ; — получить [собрать] богатый урожай"
789,基础,jī chǔ,основа; база; фундамент; устои,"基础研究  [jīchǔ yánjiū] — фундаментальные исследования 基础工业  [jīchǔ gōngyè] — ключевые отрасли промышленности"
790,激动,jī dòng,"возбуждать; волновать; зажигать",
791,积极,jī jí,активный; активно,
792,积累,jī lěi,накапливать; накопление,
793,极其,jí qí,"чрезвычайно; крайне; исключительно",
794,即使,jí shǐ,пусть (даже); если даже; даже если,"即使  …  也  … [jíshǐ... yě...] — пусть даже…; всё равно…"
795,及时,jí shí,вовремя; своевременно,
796,集合,jí hé,"собирать(ся); сосредоточивать(ся)","集合点  [jíhédiǎn] — место сбора"
797,寄,jì,отправлять; посылать,"寄信  [jìxìn] — послать [отправить] письмо"
798,继续,jì xù,продолжать(ся); продолжение,"继续工作  [jìxù gōngzuò] — продолжать работу"
799,记者,jì zhě,корреспондент; репортёр; журналист,"记者招待会  [jìzhě zhāodàihuì] — пресс-конференция"
800,计划,jì huà,план; планировать; плановый,"计划经济  [jìhuà jīngjì] — плановая экономика 有计划地  [yǒujìhuàde] — планомерно; в плановом порядке"
801,技术,jì shù,техника; технология,"技术革新  [jìshù géxīn] — техническое новаторство 高技术 [gāo jìshù] — высокая технология"
802,既然,jì rán,раз (уж); поскольку,
803,家具,jiā jù,мебель; утварь,
804,加班,jiā bān,"работать сверхурочно; сверхурочная работа",
805,加油站,jiā yóu zhàn,бензозаправочная станция,
806,假,jiǎ,ложный; фальшивый; поддельный; фиктивный; притворный; лже-; псевдо-,"假科学  [jiǎ kēxué] — лженаука 假文件 [jiǎ wénjiàn] — поддельный [фальшивый] документ"
807,价格,jià gé,цена,
808,坚持,jiān chí,твёрдо придерживаться; упорно отстаивать,"坚持原则  [jiānchí yuánzé] — твёрдо придерживаться принципов 坚持学习  [jiānchí xuéxí] — упорно учиться"
809,减肥,jiǎn féi,худеть; похудание,"减肥热  [jiǎnféirè] — мода на похудание"
810,减少,jiǎn shǎo,уменьшать; сокращать,
811,将来,jiāng lái,"будущий; в будущем; будущее",
812,奖金,jiǎng jīn,"денежная награда; премия; премиальные",
813,降低,jiàng dī,"снизить(ся); понизить(ся); снижение; понижение",
814,交,jiāo,сдавать; отдавать; водить знакомство,"交关税  [jiāo guānshuì] — уплатить пошлину 交考卷  [jiāo kǎojuàn] — сдать экзаменационную работу"
815,交流,jiāo liú,"обмениваться (напр., опытом)",
816,交通,jiāo tōng,"связь; сообщение; коммуникации; пути сообщения; движение","交通工具  [jiāotōng gōngjù] — средства транспорта [связи]"
817,骄傲,jiāo ào,"гордиться, зазнаваться; задирать нос; зазнайство; высокомерие",
818,饺子,jiǎo zi,пельмени,
819,教授,jiào shòu,профессор,
820,教育,jiào yù,"просвещение, образование","高等教育  [gāoděng jiàoyù] — высшее образование 义务教 育  [yìwù jiàoyù] — обязательное обучение"
821,接受,jiē shòu,"принимать (напр., приглашение, подарок); воспринять (напр., критику)",
822,节约,jié yuē,"экономить; беречь; экономия; бережливость",
823,结果,jié guǒ,"результат, итог; в результате, в итоге",
824,解释,jiě shì,"объяснять, разъяснять; толковать; толкование",
825,紧张,jǐn zhāng,напрягать(ся); напряжение; взволнованность,"紧张局势  [jǐnzhāng júshì] — напряжённая обстановка; напряжённость (напр.; в снабжении)"
826,尽管,jǐn guǎn,смело; прямо; хотя,
827,进行,jìn xíng,проводить; осуществлять,
828,禁止,jìn zhǐ,"запрещать; воспрещать; запрещение, запрет","禁止吸烟  [jìnzhǐ xīyān] — курить воспрещается"
829,精彩,jīng cǎi,"замечательный; интересный; эффектный",
830,精神,jīng shén,"дух; духовный; моральный; нравственный","精神食粮  [jīngshén shíliáng] — духовная пища"
831,经济,jīng jì,"экономика; хозяйство; экономический",
832,经历,jīng lì,"испытать, пережить; пережитое",
833,经验,jīng yàn,опыт,"交流经验  [jiāoliú jīngyàn] — обмениваться опытом"
834,京剧,Jīng jù,"пекинская музыкальная драма",
835,警察,jǐng chá,полиция; полицейский,
836,竟然,jìng rán,"в конце концов, в итоге",
837,竞争,jìng zhēng,"конкурировать; соперничать; конкуренция","竞争力 [jìngzhēnglì] — конкурентоспособн ость"
838,镜子,jìng zi,зеркало,
839,究竟,jiū jìng,"в конце концов, в конечном счёте; всё-таки",
840,举办,jǔ bàn,создать; организовать; основать,"举办展览会  [jǔbàn zhǎnlǎnhuì] — организовать выставку"
841,拒绝,jù jué,отказываться; отвергать,
842,距离,jù lí,отстоять от; расстояние; дистанция,"短距离赛跑  [duǎn jùlí sàipǎo] — бег на короткую дистанцию"
843,开玩笑,kāi wán xiào,шутить; подшучивать; разыгрывать,
844,看法,kàn fǎ,"точка зрения; подход; взгляд; мнение",
845,考虑,kǎo lǜ,"обдумывать; взвешивать; учитывать, принимать во внимание",
846,棵,kē,сч. сл. для деревьев,"一棵树  [yīkē shū] — одно дерево"
847,科学,kē xué,наука; научный,
848,咳嗽,ké sou,кашлять; кашель,
849,可怜,kě lián,жалкий; ничтожный,
850,可是,kě shì,"а, но, однако; впрочем",
851,可惜,kě xī,"к сожалению; жаль; достойный сожаления",
852,肯定,kěn dìng,"несомненно, безусловно",
853,空气,kōng qì,"воздух, атмосфера",
854,恐怕,kǒng pà,"бояться, опасаться",
855,苦,kǔ,горький; горечь,"苦味  [kǔwèi] — горький вкус; горечь 这药很苦 [zhè yào hěn kǔ] — это лекарство очень горькое"
856,宽,kuān,широкий; просторный; ширина,"宽街道  [kuān jiēdào] — широкие улицы"
857,困,kùn,"утомиться, устать; окружить","孩子困了  [háizi kùnle] — ребёнок устал 把敌人困住 [bǎ dírén kùnzhù] — окружить противника"
858,困难,kùn nan,"трудность; трудный, тяжёлый",
859,扩大,kuò dà,"увеличивать; расширять; расширенный",
860,拉,lā,"тянуть, тащить;",拉车  [lāchē] — ,,,"растягивать; испражняться;тащить тележку
861,垃圾桶,lā jī tǒng,мусорное ведро,
862,辣,là,горький; острый; крепкий,"口甜心辣  [kǒutián xīnlà] — мягко стелет; да жёстко спать"
863,来不及,lái bu jí,не успеть,
864,来得及,lái de jí,успеть,
865,懒,lǎn,ленивый; лениться,他太懒  [tā tài lǎn] ;;;;"— он слишком ленив"
866,浪费,làng fèi,"транжирить; растрачивать; напрасно тратить; расточительство",
867,浪漫,làng màn,"романтический; романтичный",
868,老虎,lǎo hǔ,тигр,
869,冷静,lěng jìng,"хладнокровный, невозмутимый; трезвый; хладнокровие",
870,礼貌,lǐ mào,вежливость; приличия; вежливый,"没礼貌  [méi lǐmào] — невежливый; быть невежливым 有礼貌  [yǒu lǐmào] — быть вежливым; вежливый"
871,理发,lǐ fà,"стричься; причёсываться; стрижка; причёсывание",
872,理解,lǐ jiě,"понимать, осмысливать: уяснять; разбираться, ориентироваться; понимание",
873,理想,lǐ xiǎng,идеал; идеалы; идеальный,
874,厉害,lì hai,"вредный, опасный; критический (о болезни); лютый, жестокий, безжалостный, зверский",
875,力气,lì qi,физическая сила,
876,例如,lì rú,например,
877,俩,liǎ,"два, оба; вдвоём",
878,连,lián,"соединять(ся); связывать(ся); даже","连你一共五个人 [lián nǐ yīgòng wǔge rén] — вместе с тобой пять человек连他也来了  [lián tā yě láile] — пришёл" ,,,,даже он _
879,联系,lián xì,"связывать(ся); вступать в контакт; связь",
880,凉快,liáng kuai,прохладный; прохладно,
881,亮,liàng,светлый; яркий,"电灯很亮  [diàndēng hěn liàng] — лампочка горит очень ярко"
882,聊天,liáo tiān,"болтать, чатиться",
883,另外,lìng wài,"сверх того, вдобавок; особый, другой; особо, отдельно",
884,留,liú,остаться; задержаться,"他留在家里了  [tā liú zài jiāli le] — он остался дома 留胡 子  [liú húzi] — отпустить усы [бороду]; с усами; с бородой"
885,留学,liú xué,учиться за границей,
886,流泪,liú lèi,проливать (ронять) слёзы,
887,流利,liú lì,"бегло, свободно (напр., читать, писать)",
888,流行,liú xíng,"популярный; бытующий, обиходный",
889,乱,luàn,"беспорядочный, хаотичный","乱说  [luànshuō] — говорить что попало 事情很乱 [shìqin hěn luàn] — дела находятся в страшном беспорядке 乱花钱  [luàn huāqián] — сорить деньгами"
890,律师,lǜ shī,"адвокат, юрист",
891,麻烦,má fan,хлопоты; беспокойство; докучать; беспокоить,"对不起  ;  麻烦你了 [duìbuqǐ; máfan nǐ le] — извините; что побеспокоил вас; извините за беспокойство 麻烦你  ;  请帮助我 [máfan nǐ; qǐng bāngzhù wǒ] — будьте добры; помогите; пожалуйста"
892,马虎,mǎ hu,"небрежный, халатный; небрежно; спустя рукава, как попало",
893,满,mǎn,полный; доверху; наполнять,"满满的一桶水 [mǎnmǎnde yī tǒng shuǐ] — полное ведро воды 满上一杯  [mǎnshàng yī bēi] — наполнить бокал"
894,毛巾,máo jīn,махровое полотенце,
895,美丽,měi lì,"красивый; очаровательный;", ,,,прекрасный,
896,梦,mèng,сон; сновидение; грёзы,作梦  [zuòmèng] — видеть сон; сниться
897,密码,mì mǎ,шифр; код,
898,免费,miǎn fèi,бесплатный,
899,民族,mín zú,нация; национальность; национальный,"民族自决  [mínzú zìjué] — национальное самоопределение 少数民族  [shǎoshù mínzú] — национальные меньшинства"
900,母亲,mǔ qīn,мать,
901,目的,mù dì,цель,
902,耐心,nài xīn,"терпеливый; терпеливо; терпение",
903,难道,nán dào,"неужели, разве",
904,难受,nán shòu,трудно вынести; невозможно вытерпеть,"热得难受  [rède nánshòu] — нестерпимо жарко"
905,内,nèi,внутренний,"内乱  [nèiluàn] — внутренние беспорядки"
906,内容,nèi róng,содержание; содержимое,
907,能力,néng lì,способность; сила,"工作能力  [gōngzuò nénglì] — работоспособность 他能力不够  [tā nénglì bù gòu] — у него недостаточно сил (для чего-либо)"
908,年龄,nián líng,возраст,
909,农村,nóng cūn,деревня; село,
910,弄,nòng,играть; забавляться,"弄小猫  [nòng xiǎomāo] — играть с котёнком"
911,暖和,nuǎn huo,тёплый; тепло; теплеть,
912,偶尔,ǒu ěr,"иногда; время от времени, по временам",
913,排列,pái liè,"расставлять [ставить] по порядку",
914,判断,pàn duàn,"определять, решать; определение, решение",
915,陪,péi,"составить компанию; занимать (гостей); сопровождать","陪客人  [péi kèrén] — занимать гостей 陪餐  [péicān] — составить компанию за столом [за обедом]她可以陪陪着你  [tā kěyǐ péizhe nǐ] — она может составить вам компанию"
916,批评,pī píng,критиковать; критика,"批评家  [pīpíngjiā] — критик"
917,皮肤,pí fū,"кожа, кожный покров","皮肤病  [pífūbìng] — кожные болезни"
918,脾气,pí qi,характер; нрав; норов,"坏脾气  [huài píqi] — плохой характер 有脾气的人 [yǒupíqide rén] — вспыльчивый [раздражительный] человек 发脾气  [fā píqi] — вспылить"
919,篇,piān,глава; раздел; часть,上篇  [shàngpiān] — первая часть [глава]
920,骗,piàn,обманывать; выманивать,"骗人  [piànrén] — обманывать людей; мошенничать; мошеннический 骗 钱  [piàn qián] — выманивать деньги"
921,乒乓球,pīng pāng qiú,"настольный теннис, пинг-понг","乒乓球拍 [pīngpāngqiúpāi] — ракетка для игры в настольный теннис"
922,平时,píng shí,"обычно; в обычное время; обычный; будничный",
923,瓶子,píng zi,бутылка; флакон,
924,破,pò,сломать; разрушить; порвать; поранить,"他手破了  [tā shǒu pòle] — он поранил руку 破常规  [pò chángguī] — поломать старые порядки 破记录  [pò jìlù] — побить рекорд"
925,普遍,pǔ biàn,"всеобщий; универсальный; распространённый","普遍裁军  [pǔbiàn cáijūn] — всеобщее разоружение"
926,其次,qí cì,"затем; потом; далее; следующий; во-вторых",
927,其中,qí zhōng,среди них; в том числе,
928,起飞,qǐ fēi,"подняться в воздух, взлететь",
929,起来,qi lai,"глагольный суффикс, указывающий на а) движение снизу вверх, б) на начало действия, в) завершённость действия","飞起来  [fēiqǐlái] — взлететь 说起来 [shuōqǐlái] — заговорить 把东西收拾起来 [bǎ dōngxi shōushiqǐlái] — собрать [убрать] вещи"
930,气候,qì hòu,погода; климат,
931,千万,qiān wàn,"огромное количество; многие тысячи; во что бы то ни стало; ни в коем случае (перед отрицанием)",
932,签证,qiān zhèng,визировать; виза,"入境签证  [rùjìng qiānzhèng] — въездная виза"
933,墙,qiáng,стена; ограда; забор,"城墙  [chéngqiáng] — городская стена 墙报  [qiángbào] — стенная газета"
934,敲,qiāo,стучать; колотить; бить,"敲门  [qiāo mén] — стучать в дверь 钟 敲了两下儿  [zhōng qiāole liǎng xiàr] — часы пробили два"
935,桥,qiáo,мост,"石桥  [shíqiáo] — каменный мост 过桥  [guò qiáo] — пройти [проехать] через мост"
936,巧克力,qiǎo kè lì,шоколад,
937,亲戚,qīn qi,"родные; родственники; родня",
938,轻,qīng,лёгкий; легко,"油比水轻  [yóu bǐ shuǐ qīng] — масло легче воды 轻武器 [qīng wǔqì] — лёгкое оружие"
939,轻松,qīng sōng,"лёгкий; непринуждённый; расслабиться",
940,情况,qíng kuàng,"обстановка; обстоятельства; положение",
941,请假,qǐng jià,"просить [брать] отпуск; отпрашиваться с работы",
942,请客,qǐng kè,приглашать гостей; угощать,"今天是我请客 [jīntiān shì wǒ qǐngkè] — сегодня угощаю я"
943,穷,qióng,бедный; нищий; иссякать; кончаться,"穷国  [qióngguó] — бедная страна 无穷 (无尽) [wúqióng (wújìn)] — неиссякаемый; неисчерпаемый; неистощимый"
944,区别,qū bié,"различать; отличать; различие, отличие",
945,取,qǔ,брать; взять; получить,"取行李  [qǔ xíngli] — получить багаж取款  [qǔkuǎn] — брать [получать] деньги (напр.; в банке)"
946,全部,quán bù,"целиком; полностью; сполна",
947,缺点,quē diǎn,недостаток; изъян; дефект,
948,缺少,quē shǎo,"недоставать, не хватать; недостающий; недостаток, нехватка; уменьшенный",
949,却,què,однако; но; тем не менее,
950,确实,què shí,"достоверный; подлинный; действительный",
951,群,qún,толпа; скопление; стадо; табун,"人群  [rénqún] — толпа людей 群马 [yī qún mǎ] — табун лошадей"
952,然而,rán ér,"но, однако",
953,热闹,rè nao,"оживлённый; людный; шумный",
954,人民币,rén mín bì,"народная валюта (в юанях, деньги КНР)",
955,任何,rèn hé,"любой; какой бы то ни было; всякий",
956,任务,rèn wu,задача; задание,
957,扔,rēng,бросать; кидать,"扔球  [rēngqiú] — бросать мяч 他把没有用的东西扔了  [tā bǎ méiyǒuyòngde dōngxi rēngle] — он выбросил ненужные вещи"
958,仍然,réng rán,по-прежнему,
959,日记,rì jì,дневник,"记日记  [jì rìjì] — вести дневник 日记本  [rìjìběn] — дневник"
960,入口,rù kǒu,"ввозить; импортировать; вход; подъезд",
961,软,ruǎn,мягкий; гибкий,"软椅  [ruǎnyǐ] — мягкий стул 软包装 [ruǎn bāozhuāng] — мягкая упаковка 软面包  [ruǎn miànbāo] — мягкий хлеб"
962,散步,sàn bù,"прогуливаться, гулять",
963,森林,sēn lín,лес; лесной,
964,沙发,shā fā,"диван, софа",
965,商量,shāng liang,обсуждать; советоваться,
966,伤心,shāng xīn,"огорчаться; сокрушаться; убиваться",
967,稍微,shāo wēi,немного; немножко; чуть,
968,社会,shè huì,общество; общественный; социальный,"国际社会  [guójì shèhuì] — мировое сообщество 社会保 障  [shèhuì bǎozhàng] — социальное обеспечение"
969,深,shēn,глубокий; глубина,"一口深井  [yī kǒu shēnjǐng] — глубокий колодец 深夜  [shēnyè] — глубокая ночь"
970,申请,shēn qǐng,"подавать заявление; ходатайствовать; просить; ходатайство; просьба","申请书 [shēnqǐngshū] — заявление; прошение; ходатайство"
971,甚至,shèn zhì,"вплоть до того; что; даже; а то и (даже)",
972,生活,shēng huó,"жизнь; бытие; сущестовование","生活方式 [shēnghuó fāngshì] — образ жизни"
973,生命,shēng mìng,жизнь,"牺牲生命  [xīshēng shēngmìng] — пожертвовать жизнью"
974,省,shěng,экономить; беречь; провинция; провинциальный,"省钱  [shěngqián] — экономить деньги 省力  [shěnglì] — беречь силы 河北省 [héběishěng] — провинция Хэбэй"
975,剩,shèng,оставаться; быть в остатке; оставшийся,"只剩了一个人  [zhǐ shèngle yīge rén] — остался только один человек 剩货 [shènghuò] — оставшийся товар; остатки (товара)"
976,失败,shī bài,"поражение; неудача; потерпеть поражение [неудачу]",
977,失望,shī wàng,"разочароваться, потерять надежду; разочарование",
978,师傅,shī fu,мастер; наставник,
979,湿润,shī rùn,влажный; сырой,
980,狮子,shī zi,лев,
981,十分,shí fēn,"полностью, целиком, на 100%",
982,实际,shí jì,"реальный; фактический; реальность; действительность","实际行动  [shíjì xíngdòng] — реальные действия 实际工资  [shíjì gōngzī] — реальная заработная плата"
